cls1,cls2,cls3,cls4,cls5,cls6,cls7,cls8,cls9,cls10,cls11,cls12,cls13,cls14,cls15,cls16,cls17,cls18,cls19,cls20
1946.740289,1907.708104,1724.319353,1939.739148,1943.767253,2069.451166,1884.889406,1903.613407,1949.118708,1990.363117,1946.740289,1907.708104,1724.319353,1939.739148,1943.767253,2069.451166,1884.889406,1903.613407,1949.118708,1990.363117
1703.279083,1769.950196,1724.051507,1750.318752,1817.357658,1743.796852,1860.377299,1634.127205,1757.239443,1664.18721,1703.279083,1769.950196,1724.051507,1750.318752,1817.357658,1743.796852,1860.377299,1634.127205,1757.239443,1664.18721
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918.160823,3905.330784,3916.014911,3975.28251,3947.686404,3914.251849,3808.03165,3908.806105,3819.813236,4005.708408,3918.160823,3905.330784,3916.014911,3975.28251,3947.686404,3914.251849,3808.03165,3908.806105,3819.813236,4005.708408
2941.636057,2794.064283,2805.640313,2926.881144,2973.954215,2853.847744,2763.460327,2824.895702,2556.721564,2737.983111,2941.636057,2794.064283,2805.640313,2926.881144,2973.954215,2853.847744,2763.460327,2824.895702,2556.721564,2737.983111
2455.487975,2494.224394,2562.210347,2515.519072,2601.877381,2517.108964,2474.498995,2620.431854,2687.574096,2330.430599,2455.487975,2494.224394,2562.210347,2515.519072,2601.877381,2517.108964,2474.498995,2620.431854,2687.574096,2330.430599
2551.73492,2555.826612,2612.23309,2579.585746,2684.224178,2644.451738,2725.675074,2570.806317,2803.82875,2663.068498,2551.73492,2555.826612,2612.23309,2579.585746,2684.224178,2644.451738,2725.675074,2570.806317,2803.82875,2663.068498
4154.087818,4044.489533,4155.071139,4285.572221,3998.257859,4007.634532,3949.43022,4054.051193,4084.519325,4170.500838,4154.087818,4044.489533,4155.071139,4285.572221,3998.257859,4007.634532,3949.43022,4054.051193,4084.519325,4170.500838
4008.420608,4112.201062,4096.76299,4174.529468,4223.670246,4090.297171,4049.852753,4106.905475,4073.428907,4147.897488,4008.420608,4112.201062,4096.76299,4174.529468,4223.670246,4090.297171,4049.852753,4106.905475,4073.428907,4147.897488
3927.599443,3844.645015,3966.452784,4050.547597,3953.921953,3996.499927,3966.671768,3933.191597,3914.469517,3989.52443,3927.599443,3844.645015,3966.452784,4050.547597,3953.921953,3996.499927,3966.671768,3933.191597,3914.469517,3989.52443
4004.332442,3957.491282,4062.222106,3924.548724,4033.676339,3906.590714,3874.258199,3968.074379,3978.121475,4143.714987,4004.332442,3957.491282,4062.222106,3924.548724,4033.676339,3906.590714,3874.258199,3968.074379,3978.121475,4143.714987
2794.445445,2565.781719,2492.489476,2574.785925,2566.240108,2456.294916,2557.506241,2742.783158,2575.130854,2777.467402,2794.445445,2565.781719,2492.489476,2574.785925,2566.240108,2456.294916,2557.506241,2742.783158,2575.130854,2777.467402
2804.525416,2633.124994,2809.239961,2760.884498,2923.68813,2781.377338,2615.219039,2837.404431,2750.303821,2836.227711,2804.525416,2633.124994,2809.239961,2760.884498,2923.68813,2781.377338,2615.219039,2837.404431,2750.303821,2836.227711
2798.214655,2650.679453,2812.905184,2625.233935,2704.318305,2701.210856,2691.481873,2727.905145,2906.840813,2668.3926,2798.214655,2650.679453,2812.905184,2625.233935,2704.318305,2701.210856,2691.481873,2727.905145,2906.840813,2668.3926
3918.331666,3993.442366,3893.848589,3919.155834,3952.691821,4036.154588,4110.067159,3928.068324,4158.054082,4107.142974,3918.331666,3993.442366,3893.848589,3919.155834,3952.691821,4036.154588,4110.067159,3928.068324,4158.054082,4107.142974
3377.84163,3543.075637,3369.118026,3479.149638,3188.604709,3394.179465,3421.997379,3491.523116,3324.420239,3276.5734,3377.84163,3543.075637,3369.118026,3479.149638,3188.604709,3394.179465,3421.997379,3491.523116,3324.420239,3276.5734
2555.635256,2608.229749,2785.024186,2528.780122,2589.988179,2788.144442,2688.449731,2722.287528,2702.457253,2443.468515,2555.635256,2608.229749,2785.024186,2528.780122,2589.988179,2788.144442,2688.449731,2722.287528,2702.457253,2443.468515
2094.101972,2069.215144,1955.179865,2203.90331,2110.172922,2115.556107,2223.282317,2125.759932,2106.229719,2091.133361,2094.101972,2069.215144,1955.179865,2203.90331,2110.172922,2115.556107,2223.282317,2125.759932,2106.229719,2091.133361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328.581262,3268.614026,3069.418132,3425.147258,3184.254538,3229.440048,3174.726848,3285.553289,3044.337846,3203.403959,3328.581262,3268.614026,3069.418132,3425.147258,3184.254538,3229.440048,3174.726848,3285.553289,3044.337846,3203.403959
2706.841013,2540.80773,2751.261483,2657.924908,2616.077947,2720.613142,2617.839425,2698.263143,2651.610168,2698.408734,2706.841013,2540.80773,2751.261483,2657.924908,2616.077947,2720.613142,2617.839425,2698.263143,2651.610168,2698.408734
2972.490136,3012.970529,2831.410079,3135.366065,3072.674826,3141.680899,2980.255997,2918.057311,3087.457645,2905.863197,2972.490136,3012.970529,2831.410079,3135.366065,3072.674826,3141.680899,2980.255997,2918.057311,3087.457645,2905.863197
3297.045112,3253.523358,3455.612582,3361.270289,3346.315475,3233.81231,3337.123035,3221.694018,3234.320895,3311.966411,3297.045112,3253.523358,3455.612582,3361.270289,3346.315475,3233.81231,3337.123035,3221.694018,3234.320895,3311.966411
3269.148139,3238.62592,3363.425749,3132.033105,3176.272493,3256.429062,3346.408987,3262.661836,3204.612025,3174.570029,3269.148139,3238.62592,3363.425749,3132.033105,3176.272493,3256.429062,3346.408987,3262.661836,3204.612025,3174.570029
3341.037568,3358.907924,3326.571209,3171.405114,3317.185794,3242.650055,3288.472075,3248.93172,3296.952259,3368.605314,3341.037568,3358.907924,3326.571209,3171.405114,3317.185794,3242.650055,3288.472075,3248.93172,3296.952259,3368.605314
2918.455953,3128.884119,3046.646524,3172.201836,3129.825975,3040.543819,3144.393519,3092.143571,2994.665067,3014.902479,2918.455953,3128.884119,3046.646524,3172.201836,3129.825975,3040.543819,3144.393519,3092.143571,2994.665067,3014.902479
3224.345957,3120.982373,2968.013174,3029.742102,3065.519335,3105.382647,3192.57357,3076.726216,3197.678535,3066.750969,3224.345957,3120.982373,2968.013174,3029.742102,3065.519335,3105.382647,3192.57357,3076.726216,3197.678535,3066.750969
3224.153699,3324.161669,3288.479661,3111.982125,3315.449796,3187.298847,3434.730776,3306.183628,3264.75688,3188.337344,3224.153699,3324.161669,3288.479661,3111.982125,3315.449796,3187.298847,3434.730776,3306.183628,3264.75688,3188.337344
3292.58239,3282.562432,3429.158665,3212.307041,3286.61003,3340.808651,3357.763816,3264.240267,3222.100317,3312.642183,3292.58239,3282.562432,3429.158665,3212.307041,3286.61003,3340.808651,3357.763816,3264.240267,3222.100317,3312.642183
3366.842551,3335.741542,3273.706309,3301.496136,3247.391276,3300.116679,3217.88298,3051.375089,3303.306138,3249.342992,3366.842551,3335.741542,3273.706309,3301.496136,3247.391276,3300.116679,3217.88298,3051.375089,3303.306138,3249.342992
2949.172456,2864.155081,2886.795452,2947.985056,2879.188261,3054.423473,2758.038559,2831.652331,2886.811163,2981.064923,2949.172456,2864.155081,2886.795452,2947.985056,2879.188261,3054.423473,2758.038559,2831.652331,2886.811163,2981.064923
2529.827749,2575.89901,2526.956343,2722.108046,2733.608961,2508.243353,2477.538895,2650.155183,2741.833115,2604.653725,2529.827749,2575.89901,2526.956343,2722.108046,2733.608961,2508.243353,2477.538895,2650.155183,2741.833115,2604.653725
2156.549191,2235.908628,2261.375922,2226.927788,2244.330189,2262.090764,2089.799968,2217.981022,2129.161452,2272.764705,2156.549191,2235.908628,2261.375922,2226.927788,2244.330189,2262.090764,2089.799968,2217.981022,2129.161452,2272.764705
1453.962452,1704.319917,1720.785783,1638.694548,1702.768182,1668.75754,1812.589721,1683.224883,1769.820288,1924.88495,1453.962452,1704.319917,1720.785783,1638.694548,1702.768182,1668.75754,1812.589721,1683.224883,1769.820288,1924.88495
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618.327701,2687.484381,2880.954701,2638.69834,2637.768206,2660.40569,2668.904867,2574.560012,2852.476397,2724.342042,2618.327701,2687.484381,2880.954701,2638.69834,2637.768206,2660.40569,2668.904867,2574.560012,2852.476397,2724.342042
1932.151838,2109.127348,1929.413654,1898.089909,2004.928517,2275.107304,1892.350537,2024.673121,2132.707452,1974.363188,1932.151838,2109.127348,1929.413654,1898.089909,2004.928517,2275.107304,1892.350537,2024.673121,2132.707452,1974.363188
2356.312708,2539.568269,2524.369628,2475.402867,2465.809498,2404.605696,2485.329193,2610.709286,2446.265831,2425.10503,2356.312708,2539.568269,2524.369628,2475.402867,2465.809498,2404.605696,2485.329193,2610.709286,2446.265831,2425.10503
2451.198575,2441.443732,2592.292604,2450.963574,2574.823417,2641.541921,2523.694346,2572.886986,2657.821081,2543.386303,2451.198575,2441.443732,2592.292604,2450.963574,2574.823417,2641.541921,2523.694346,2572.886986,2657.821081,2543.386303
2401.387087,2682.633473,2626.345293,2572.976368,2616.261147,2591.640865,2672.40362,2625.294529,2523.684217,2739.732295,2401.387087,2682.633473,2626.345293,2572.976368,2616.261147,2591.640865,2672.40362,2625.294529,2523.684217,2739.732295
2367.838362,2328.587882,2383.451336,2446.173996,2428.16337,2542.694302,2480.817839,2442.81136,2455.628122,2503.183318,2367.838362,2328.587882,2383.451336,2446.173996,2428.16337,2542.694302,2480.817839,2442.81136,2455.628122,2503.183318
2192.511961,2208.460075,2181.886161,2301.746748,2311.045088,2312.101674,2308.721576,2349.522554,2305.127682,2322.988372,2192.511961,2208.460075,2181.886161,2301.746748,2311.045088,2312.101674,2308.721576,2349.522554,2305.127682,2322.988372
1996.675268,2274.258059,2390.764091,2212.614248,2225.691019,2488.379592,2139.139122,2239.144165,2345.157642,2204.856273,1996.675268,2274.258059,2390.764091,2212.614248,2225.691019,2488.379592,2139.139122,2239.144165,2345.157642,2204.856273
2248.990105,2432.522571,2213.094742,2664.818704,2503.926964,2240.321733,2449.693933,2346.99811,2448.392365,2512.261608,2248.990105,2432.522571,2213.094742,2664.818704,2503.926964,2240.321733,2449.693933,2346.99811,2448.392365,2512.261608
2287.96827,2292.209408,2228.045287,2193.644633,2154.715965,2175.919835,2166.115644,2359.895171,2099.927986,2341.535441,2287.96827,2292.209408,2228.045287,2193.644633,2154.715965,2175.919835,2166.115644,2359.895171,2099.927986,2341.535441
2123.920963,2219.611685,2190.376739,2355.989505,2306.764919,2227.722708,2318.717496,2161.192694,2136.897235,2154.129993,2123.920963,2219.611685,2190.376739,2355.989505,2306.764919,2227.722708,2318.717496,2161.192694,2136.897235,2154.129993
2132.383883,2274.588339,1989.267939,2245.739447,2289.575139,2365.037351,2112.757734,2201.389996,2081.882986,2157.699835,2132.383883,2274.588339,1989.267939,2245.739447,2289.575139,2365.037351,2112.757734,2201.389996,2081.882986,2157.699835
1676.899667,1730.858019,1923.402835,1894.838161,1787.956805,1840.541692,1759.932137,1617.807794,1643.281847,1638.398944,1676.899667,1730.858019,1923.402835,1894.838161,1787.956805,1840.541692,1759.932137,1617.807794,1643.281847,1638.398944
1638.142121,1534.236748,1732.829832,1709.297485,1511.250451,1720.285993,1686.906457,1528.076997,1713.950408,1623.01985,1638.142121,1534.236748,1732.829832,1709.297485,1511.250451,1720.285993,1686.906457,1528.076997,1713.950408,1623.01985
1518.463037,1453.113395,1497.580184,1587.958751,1589.609637,1274.793388,1417.635627,1364.221973,1513.009748,1578.689082,1518.463037,1453.113395,1497.580184,1587.958751,1589.609637,1274.793388,1417.635627,1364.221973,1513.009748,1578.689082
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887.299715,2160.187878,2126.654209,2008.181993,1879.839958,1986.785065,1932.752555,2204.125553,1944.941265,2081.547643,1887.299715,2160.187878,2126.654209,2008.181993,1879.839958,1986.785065,1932.752555,2204.125553,1944.941265,2081.547643
1590.424034,1489.367931,1813.169538,1581.208278,1657.427388,1596.743015,1565.970726,1645.537162,1750.902226,1685.091345,1590.424034,1489.367931,1813.169538,1581.208278,1657.427388,1596.743015,1565.970726,1645.537162,1750.902226,1685.091345
2418.559662,2282.068963,2378.13735,2434.365416,2357.663742,2347.450534,2414.960428,2526.998757,2577.522761,2386.259706,2418.559662,2282.068963,2378.13735,2434.365416,2357.663742,2347.450534,2414.960428,2526.998757,2577.522761,2386.259706
2678.702422,2861.668333,2693.016072,2808.595553,2916.739408,2670.882281,2814.489728,2665.073377,2633.231661,2835.191743,2678.702422,2861.668333,2693.016072,2808.595553,2916.739408,2670.882281,2814.489728,2665.073377,2633.231661,2835.191743
2699.128743,2902.877957,2972.910444,2995.349872,3022.98688,3069.036862,2907.860106,2915.706776,2855.308696,3241.210746,2699.128743,2902.877957,2972.910444,2995.349872,3022.98688,3069.036862,2907.860106,2915.706776,2855.308696,3241.210746
3152.463575,3309.996572,3217.859169,3154.35801,3251.540707,3411.874615,3261.327672,3216.252072,3269.683296,3155.717318,3152.463575,3309.996572,3217.859169,3154.35801,3251.540707,3411.874615,3261.327672,3216.252072,3269.683296,3155.717318
3029.55336,2780.498506,2913.475055,2848.480929,2922.48139,2928.47257,2976.795979,2818.036985,2819.340364,3103.059639,3029.55336,2780.498506,2913.475055,2848.480929,2922.48139,2928.47257,2976.795979,2818.036985,2819.340364,3103.059639
3110.904438,3047.693253,3212.405491,2990.77161,3043.124224,3147.256516,3069.00397,2934.869459,3002.133346,2994.686832,3110.904438,3047.693253,3212.405491,2990.77161,3043.124224,3147.256516,3069.00397,2934.869459,3002.133346,2994.686832
3596.688964,3686.907994,3552.27973,3569.544584,3844.142961,3579.624557,3754.124214,3565.731251,3713.539796,3690.253809,3596.688964,3686.907994,3552.27973,3569.544584,3844.142961,3579.624557,3754.124214,3565.731251,3713.539796,3690.253809
3399.945326,3255.326177,3345.394862,3335.684417,3348.360583,3162.588336,3161.167719,3189.460986,3164.70881,3149.714856,3399.945326,3255.326177,3345.394862,3335.684417,3348.360583,3162.588336,3161.167719,3189.460986,3164.70881,3149.714856
3117.903167,3112.003742,3148.105465,3295.570022,2899.454728,2970.195966,3187.865429,2976.89275,3210.078284,3135.614179,3117.903167,3112.003742,3148.105465,3295.570022,2899.454728,2970.195966,3187.865429,2976.89275,3210.078284,3135.614179
3514.936701,3536.571649,3469.967341,3356.410849,3311.385918,3321.317612,3311.841728,3296.964656,3394.207551,3264.225488,3514.936701,3536.571649,3469.967341,3356.410849,3311.385918,3321.317612,3311.841728,3296.964656,3394.207551,3264.225488
2587.580716,2592.38974,2695.841435,2738.401042,2633.696381,2806.381093,2628.892517,2592.950486,2644.601074,2683.801093,2587.580716,2592.38974,2695.841435,2738.401042,2633.696381,2806.381093,2628.892517,2592.950486,2644.601074,2683.801093
2448.285855,2386.925927,2344.895477,2498.213727,2427.196872,2334.856082,2268.17965,2415.752148,2262.638009,2533.653007,2448.285855,2386.925927,2344.895477,2498.213727,2427.196872,2334.856082,2268.17965,2415.752148,2262.638009,2533.653007
1873.2484,2019.641161,1654.502023,1894.093599,1801.431042,1951.519315,1989.633316,1868.039707,1889.903024,1763.935506,1873.2484,2019.641161,1654.502023,1894.093599,1801.431042,1951.519315,1989.633316,1868.039707,1889.903024,1763.935506
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686.280327,2594.373136,2517.231189,2378.476251,2392.910361,2545.771309,2449.619406,2464.869351,2493.117882,2617.508889,2686.280327,2594.373136,2517.231189,2378.476251,2392.910361,2545.771309,2449.619406,2464.869351,2493.117882,2617.508889
2585.66454,2425.167509,2581.302622,2453.948086,2543.143887,2526.700865,2584.467859,2506.089287,2498.527368,2600.433115,2585.66454,2425.167509,2581.302622,2453.948086,2543.143887,2526.700865,2584.467859,2506.089287,2498.527368,2600.433115
3575.718571,3707.496884,3764.385693,3728.115435,3830.99472,3692.780042,3693.118224,3797.610525,3831.53513,3910.020464,3575.718571,3707.496884,3764.385693,3728.115435,3830.99472,3692.780042,3693.118224,3797.610525,3831.53513,3910.020464
3393.982999,3377.436998,3173.616382,3160.213865,3301.061553,3157.452421,3286.615814,3266.601549,3216.959238,3226.088665,3393.982999,3377.436998,3173.616382,3160.213865,3301.061553,3157.452421,3286.615814,3266.601549,3216.959238,3226.088665
3451.576006,3393.23283,3421.014391,3346.247512,3570.229642,3357.179577,3446.541085,3467.357447,3407.355538,3528.434423,3451.576006,3393.23283,3421.014391,3346.247512,3570.229642,3357.179577,3446.541085,3467.357447,3407.355538,3528.434423
3637.09896,3511.252517,3680.616876,3724.044554,3408.098704,3595.285098,3689.968561,3518.214162,3694.375525,3474.919916,3637.09896,3511.252517,3680.616876,3724.044554,3408.098704,3595.285098,3689.968561,3518.214162,3694.375525,3474.919916
3676.66951,3498.223328,3607.734322,3725.16544,3628.792984,3638.834083,3525.628779,3516.910006,3574.830615,3678.036956,3676.66951,3498.223328,3607.734322,3725.16544,3628.792984,3638.834083,3525.628779,3516.910006,3574.830615,3678.036956
3685.044663,3686.608966,3645.070486,3727.119279,3731.87887,3555.021595,3840.959756,3719.525327,3569.798336,3768.554273,3685.044663,3686.608966,3645.070486,3727.119279,3731.87887,3555.021595,3840.959756,3719.525327,3569.798336,3768.554273
3473.069193,3748.173996,3686.974166,3749.961474,3721.988665,3638.361845,3651.419351,3758.902703,3679.879108,3582.965327,3473.069193,3748.173996,3686.974166,3749.961474,3721.988665,3638.361845,3651.419351,3758.902703,3679.879108,3582.965327
3376.356873,3287.896466,3258.106445,3474.218216,3423.915949,3334.625247,3431.232182,3372.125593,3387.522614,3396.335189,3376.356873,3287.896466,3258.106445,3474.218216,3423.915949,3334.625247,3431.232182,3372.125593,3387.522614,3396.335189
3328.138545,3563.322237,3520.101846,3386.889604,3534.931557,3615.294124,3510.766685,3385.807261,3210.924933,3328.522165,3328.138545,3563.322237,3520.101846,3386.889604,3534.931557,3615.294124,3510.766685,3385.807261,3210.924933,3328.522165
3669.635795,3649.696517,3881.144939,3710.060044,3782.654793,3750.545564,3771.603,3523.890682,3647.565457,3607.070255,3669.635795,3649.696517,3881.144939,3710.060044,3782.654793,3750.545564,3771.603,3523.890682,3647.565457,3607.070255
3049.676322,3073.855391,3013.84068,2939.311887,3090.545674,3137.977516,3123.696228,3230.888523,3078.30782,3152.634108,3049.676322,3073.855391,3013.84068,2939.311887,3090.545674,3137.977516,3123.696228,3230.888523,3078.30782,3152.634108
2470.112068,2538.189916,2607.35262,2534.427177,2477.223553,2502.27117,2489.355399,2562.977657,2529.659271,2469.102753,2470.112068,2538.189916,2607.35262,2534.427177,2477.223553,2502.27117,2489.355399,2562.977657,2529.659271,2469.102753
1993.979152,1944.670782,1948.862972,1864.509428,1939.328966,1873.102872,1875.651464,1847.439824,1839.627192,1841.862294,1993.979152,1944.670782,1948.862972,1864.509428,1939.328966,1873.102872,1875.651464,1847.439824,1839.627192,1841.862294
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
